path,classification,reason
.evidence/graph-engineer/staging-migration-applied.md,UNVERIFIED_MARKDOWN_ONLY,Unverified concurrent execution markdown/evidence artifact
.evidence/graph-engineer/task1-final-acceptance.md,UNVERIFIED_MARKDOWN_ONLY,Unverified concurrent execution markdown/evidence artifact
.evidence/graph-engineer/typed-contracts-error-envelopes.md,UNVERIFIED_MARKDOWN_ONLY,Unverified concurrent execution markdown/evidence artifact
.evidence/graph-engineer/worktree-map.json,UNVERIFIED_MARKDOWN_ONLY,Unverified concurrent execution markdown/evidence artifact
.harness/TASKS.md,SALVAGE_DATA_VERIFIED,Auxiliary documentation or task tracking
backend/tests/test_audit_graph_evidence_v2.py,SALVAGE_FORENSIC_RECORD,Valid forensic audit script and test
docs/BRAIN_CORPUS_RUN_2026-07-31-ce236ba32b01.md,SALVAGE_DATA_VERIFIED,Auxiliary documentation or task tracking
docs/DEAD_CODE_AUDIT_2026-08-03.json,SALVAGE_DATA_VERIFIED,Auxiliary documentation or task tracking
docs/audits/gemini36-v2/00_EXECUTIVE_VERDICT.md,SALVAGE_FORENSIC_RECORD,Forensic audit documentation
docs/audits/gemini36-v2/01_PREVIOUS_RUN_ARTIFACT_INVENTORY.md,SALVAGE_FORENSIC_RECORD,Forensic audit documentation
docs/audits/gemini36-v2/02_GIT_FORENSIC_TIMELINE.md,SALVAGE_FORENSIC_RECORD,Forensic audit documentation
docs/audits/gemini36-v2/03_HUMAN_GATES_RECONCILED.md,SALVAGE_FORENSIC_RECORD,Forensic audit documentation
docs/audits/gemini36-v2/04_FALSE_CLAIMS_REGISTER.md,SALVAGE_FORENSIC_RECORD,Forensic audit documentation
docs/audits/gemini36-v2/05_LARK_CERTIFICATION_GAP_ANALYSIS.md,SALVAGE_FORENSIC_RECORD,Forensic audit documentation
docs/audits/gemini36-v2/06_SALVAGED_VALID_FACTS.md,SALVAGE_FORENSIC_RECORD,Forensic audit documentation
docs/audits/gemini36-v2/07_SOL_HANDOFF.md,SALVAGE_FORENSIC_RECORD,Forensic audit documentation
docs/triqhub-agent-orchestrator/BRAIN_VAL_E7_2026-07-31T144042.md,SALVAGE_DATA_VERIFIED,Auxiliary documentation or task tracking
docs/triqhub-agent-orchestrator/LARK_META_10_E6S3VAL5_20260801.md,SALVAGE_DATA_VERIFIED,Auxiliary documentation or task tracking
docs/triqhub-agent-orchestrator/LARK_META_10_ORCHESTRADOR_20260801_BLOCKED_RUNTIME.md,SALVAGE_DATA_VERIFIED,Auxiliary documentation or task tracking
docs/triqhub-agent-orchestrator/LARK_META_10_ORCHESTRADOR_20260801_SEGUNDA_PASSAGEM.md,SALVAGE_DATA_VERIFIED,Auxiliary documentation or task tracking
docs/triqhub-agent-orchestrator/LARK_META_10_ORCHESTRADOR_20260801_V3_T1.md,SALVAGE_DATA_VERIFIED,Auxiliary documentation or task tracking
docs/triqhub-agent-orchestrator/LARK_META_10_ORCHESTRADOR_20260801_V3_T1_RUN5.md,SALVAGE_DATA_VERIFIED,Auxiliary documentation or task tracking
docs/triqhub-agent-orchestrator/LARK_META_10_ORCHESTRATOR_T1_20260801.md,SALVAGE_DATA_VERIFIED,Auxiliary documentation or task tracking
scripts/audit_graph_evidence_v2.py,SALVAGE_FORENSIC_RECORD,Valid forensic audit script and test
